serveralias,country,year,survey,relpath,ext,ndir,code,surv,surveyid,folder1,folder2,filename,pos,ntoken,type
GMD,PSE,2016,PECS,PSE\PSE_2016_PECS\PSE_2016_PECS_V01_M_V01_A_GMD\PSE_2016_PECS_V01_M_V01_A_GMD_GPWG.dta,dta,3,PSE,PSE_2016_PECS,PSE_2016_PECS_V01_M_V01_A_GMD,Data,Harmonized,PSE_2016_PECS_V01_M_V01_A_GMD_GPWG.dta,4,7,Harmonized
GMD,PSE,2016,PECS,PSE\PSE_2016_PECS\PSE_2016_PECS_V01_M_V03_A_GMD\PSE_2016_PECS_V01_M_V03_A_GMD_ALL.dta,dta,3,PSE,PSE_2016_PECS,PSE_2016_PECS_V01_M_V03_A_GMD,Data,Harmonized,PSE_2016_PECS_V01_M_V03_A_GMD_ALL.dta,4,7,Harmonized
GMD,PSE,2016,PECS,PSE\PSE_2016_PECS\PSE_2016_PECS_V01_M_V02_A_GMD\PSE_2016_PECS_V01_M_V02_A_GMD_ALL.dta,dta,3,PSE,PSE_2016_PECS,PSE_2016_PECS_V01_M_V02_A_GMD,Data,Harmonized,PSE_2016_PECS_V01_M_V02_A_GMD_ALL.dta,4,7,Harmonized
GMD,PSE,2007,PECS,PSE\PSE_2007_PECS\PSE_2007_PECS_V01_M_V01_A_GMD\PSE_2007_PECS_V01_M_V01_A_GMD_ALL.dta,dta,3,PSE,PSE_2007_PECS,PSE_2007_PECS_V01_M_V01_A_GMD,Data,Harmonized,PSE_2007_PECS_V01_M_V01_A_GMD_ALL.dta,4,7,Harmonized
GMD,PSE,2009,PECS,PSE\PSE_2009_PECS\PSE_2009_PECS_V01_M_V01_A_GMD\PSE_2009_PECS_V01_M_V01_A_GMD_ALL.dta,dta,3,PSE,PSE_2009_PECS,PSE_2009_PECS_V01_M_V01_A_GMD,Data,Harmonized,PSE_2009_PECS_V01_M_V01_A_GMD_ALL.dta,4,7,Harmonized
GMD,PSE,2006,PECS,PSE\PSE_2006_PECS\PSE_2006_PECS_V01_M_V01_A_GMD\PSE_2006_PECS_V01_M_V01_A_GMD_ALL.dta,dta,3,PSE,PSE_2006_PECS,PSE_2006_PECS_V01_M_V01_A_GMD,Data,Harmonized,PSE_2006_PECS_V01_M_V01_A_GMD_ALL.dta,4,7,Harmonized
GMD,PSE,2004,PECS,PSE\PSE_2004_PECS\PSE_2004_PECS_V01_M_V02_A_GMD\PSE_2004_PECS_V01_M_V02_A_GMD_GPWG.dta,dta,3,PSE,PSE_2004_PECS,PSE_2004_PECS_V01_M_V02_A_GMD,Data,Harmonized,PSE_2004_PECS_V01_M_V02_A_GMD_GPWG.dta,4,7,Harmonized
GMD,PSE,2004,PECS,PSE\PSE_2004_PECS\PSE_2004_PECS_V01_M_V01_A_GMD\PSE_2004_PECS_V01_M_V01_A_GMD_GPWG.dta,dta,3,PSE,PSE_2004_PECS,PSE_2004_PECS_V01_M_V01_A_GMD,Data,Harmonized,PSE_2004_PECS_V01_M_V01_A_GMD_GPWG.dta,4,7,Harmonized
GMD,PSE,2004,PECS,PSE\PSE_2004_PECS\PSE_2004_PECS_V01_M_V03_A_GMD\PSE_2004_PECS_V01_M_V03_A_GMD_ALL.dta,dta,3,PSE,PSE_2004_PECS,PSE_2004_PECS_V01_M_V03_A_GMD,Data,Harmonized,PSE_2004_PECS_V01_M_V03_A_GMD_ALL.dta,4,7,Harmonized
EDU,FRA,2011,PIRLS,FRA\FRA_2011_PIRLS\FRA_2011_PIRLS_v01_M_v01_A_GLAD\Data\Harmonized\FRA_2011_PIRLS_v01_M_v01_A_GLAD_CLO.dta,dta,5,FRA,FRA_2011_PIRLS,FRA_2011_PIRLS_v01_M_v01_A_GLAD,Data,Harmonized,FRA_2011_PIRLS_v01_M_v01_A_GLAD_CLO.dta,4,7,Harmonized
EDU,FRA,2011,PIRLS,FRA\FRA_2011_PIRLS\FRA_2011_PIRLS_v01_M\Data\Stata\FRA_2011_PIRLS_v01_M_ACG.dta,dta,5,FRA,FRA_2011_PIRLS,FRA_2011_PIRLS_v01_M,Data,Stata,FRA_2011_PIRLS_v01_M_ACG.dta,4,4,RAW
EDU,FRA,2016,PIRLS,FRA\FRA_2016_PIRLS\FRA_2016_PIRLS_v01_M\Data\Stata\FRA_2016_PIRLS_v01_M_ASH.dta,dta,5,FRA,FRA_2016_PIRLS,FRA_2016_PIRLS_v01_M,Data,Stata,FRA_2016_PIRLS_v01_M_ASH.dta,4,4,RAW
EDU,FRA,2016,PIRLS,FRA\FRA_2016_PIRLS\FRA_2016_PIRLS_v01_M_v01_A_GLAD\Data\Harmonized\FRA_2016_PIRLS_v01_M_v01_A_GLAD_ALL.dta,dta,5,FRA,FRA_2016_PIRLS,FRA_2016_PIRLS_v01_M_v01_A_GLAD,Data,Harmonized,FRA_2016_PIRLS_v01_M_v01_A_GLAD_ALL.dta,4,7,Harmonized
EDU,FRA,2003,PISA,FRA\FRA_2003_PISA\FRA_2003_PISA_v01_M_v01_A_GLAD\Data\Harmonized\FRA_2003_PISA_v01_M_v01_A_GLAD_ALL.dta,dta,5,FRA,FRA_2003_PISA,FRA_2003_PISA_v01_M_v01_A_GLAD,Data,Harmonized,FRA_2003_PISA_v01_M_v01_A_GLAD_ALL.dta,4,7,Harmonized
EDU,FRA,2003,PISA,FRA\FRA_2003_PISA\FRA_2003_PISA_v01_M\Data\Stata\FRA_2003_INTstui.dta,dta,5,FRA,FRA_2003_PISA,FRA_2003_PISA_v01_M,Data,Stata,FRA_2003_INTstui.dta,4,4,RAW
EDU,FRA,2018,PISA,FRA\FRA_2018_PISA\FRA_2018_PISA_v01_M_v01_A_GLAD\Data\Harmonized\FRA_2018_PISA_v01_M_v01_A_GLAD_BASE.dta,dta,5,FRA,FRA_2018_PISA,FRA_2018_PISA_v01_M_v01_A_GLAD,Data,Harmonized,FRA_2018_PISA_v01_M_v01_A_GLAD_BASE.dta,4,7,Harmonized
EDU,FRA,2018,PISA,FRA\FRA_2018_PISA\FRA_2018_PISA_v01_M\Data\Stata\FRA_CY07_MSU_STU_QQQ.dta,dta,5,FRA,FRA_2018_PISA,FRA_2018_PISA_v01_M,Data,Stata,FRA_CY07_MSU_STU_QQQ.dta,4,4,RAW
EDU,FRA,2012,PISA,FRA\FRA_2012_PISA\FRA_2012_PISA_v01_M_v01_A_GLAD\Data\Harmonized\FRA_2012_PISA_v01_M_v01_A_GLAD_ALL.dta,dta,5,FRA,FRA_2012_PISA,FRA_2012_PISA_v01_M_v01_A_GLAD,Data,Harmonized,FRA_2012_PISA_v01_M_v01_A_GLAD_ALL.dta,4,7,Harmonized
EDU,FRA,2012,PISA,FRA\FRA_2012_PISA\FRA_2012_PISA_v01_M\Data\Stata\FRA_2012_intSTU.dta,dta,5,FRA,FRA_2012_PISA,FRA_2012_PISA_v01_M,Data,Stata,FRA_2012_intSTU.dta,4,4,RAW
EDU,FRA,2001,PIRLS,FRA\FRA_2001_PIRLS\FRA_2001_PIRLS_v01_M\Data\Stata\FRA_2001_PIRLS_v01_M_ASH.dta,dta,5,FRA,FRA_2001_PIRLS,FRA_2001_PIRLS_v01_M,Data,Stata,FRA_2001_PIRLS_v01_M_ASH.dta,4,4,RAW
EDU,FRA,2001,PIRLS,FRA\FRA_2001_PIRLS\FRA_2001_PIRLS_v01_M_v01_A_GLAD\Data\Harmonized\FRA_2001_PIRLS_v01_M_v01_A_GLAD_ALL.dta,dta,5,FRA,FRA_2001_PIRLS,FRA_2001_PIRLS_v01_M_v01_A_GLAD,Data,Harmonized,FRA_2001_PIRLS_v01_M_v01_A_GLAD_ALL.dta,4,7,Harmonized
EDU,FRA,2015,PISA,FRA\FRA_2015_PISA\FRA_2015_PISA_v01_M\Data\Stata\FRA_2015_CMB_STU_QQQ.dta,dta,5,FRA,FRA_2015_PISA,FRA_2015_PISA_v01_M,Data,Stata,FRA_2015_CMB_STU_QQQ.dta,4,4,RAW
EDU,FRA,2015,PISA,FRA\FRA_2015_PISA\FRA_2015_PISA_v01_M_v01_A_GLAD\Data\Harmonized\FRA_2015_PISA_v01_M_v01_A_GLAD_ALL.dta,dta,5,FRA,FRA_2015_PISA,FRA_2015_PISA_v01_M_v01_A_GLAD,Data,Harmonized,FRA_2015_PISA_v01_M_v01_A_GLAD_ALL.dta,4,7,Harmonized
EDU,FRA,2006,PIRLS,FRA\FRA_2006_PIRLS\FRA_2006_PIRLS_v01_M\Data\Stata\FRA_2006_PIRLS_v01_M_ASG.dta,dta,5,FRA,FRA_2006_PIRLS,FRA_2006_PIRLS_v01_M,Data,Stata,FRA_2006_PIRLS_v01_M_ASG.dta,4,4,RAW
EDU,FRA,2006,PIRLS,FRA\FRA_2006_PIRLS\FRA_2006_PIRLS_v01_M_v01_A_GLAD\Data\Harmonized\FRA_2006_PIRLS_v01_M_v01_A_GLAD_CLO.dta,dta,5,FRA,FRA_2006_PIRLS,FRA_2006_PIRLS_v01_M_v01_A_GLAD,Data,Harmonized,FRA_2006_PIRLS_v01_M_v01_A_GLAD_CLO.dta,4,7,Harmonized
EDU,FRA,2009,PISA,FRA\FRA_2009_PISA\FRA_2009_PISA_v01_M\Data\Stata\FRA_2009_INTstq.dta,dta,5,FRA,FRA_2009_PISA,FRA_2009_PISA_v01_M,Data,Stata,FRA_2009_INTstq.dta,4,4,RAW
EDU,FRA,2009,PISA,FRA\FRA_2009_PISA\FRA_2009_PISA_v01_M_v01_A_GLAD\Data\Harmonized\FRA_2009_PISA_v01_M_v01_A_GLAD_ALL.dta,dta,5,FRA,FRA_2009_PISA,FRA_2009_PISA_v01_M_v01_A_GLAD,Data,Harmonized,FRA_2009_PISA_v01_M_v01_A_GLAD_ALL.dta,4,7,Harmonized
EDU,FRA,2006,PISA,FRA\FRA_2006_PISA\FRA_2006_PISA_v01_M\Data\Stata\FRA_2006_INTSch.dta,dta,5,FRA,FRA_2006_PISA,FRA_2006_PISA_v01_M,Data,Stata,FRA_2006_INTSch.dta,4,4,RAW
EDU,FRA,2006,PISA,FRA\FRA_2006_PISA\FRA_2006_PISA_v01_M_v01_A_GLAD\Data\Harmonized\FRA_2006_PISA_v01_M_v01_A_GLAD_BASE.dta,dta,5,FRA,FRA_2006_PISA,FRA_2006_PISA_v01_M_v01_A_GLAD,Data,Harmonized,FRA_2006_PISA_v01_M_v01_A_GLAD_BASE.dta,4,7,Harmonized
EDU,FRA,2015,TIMSS,FRA\FRA_2015_TIMSS\FRA_2015_TIMSS_v01_M\Data\Stata\FRA_2015_TIMSS_v01_M_ASH.dta,dta,5,FRA,FRA_2015_TIMSS,FRA_2015_TIMSS_v01_M,Data,Stata,FRA_2015_TIMSS_v01_M_ASH.dta,4,4,RAW
EDU,FRA,2015,TIMSS,FRA\FRA_2015_TIMSS\FRA_2015_TIMSS_v01_M_v01_A_GLAD\Data\Harmonized\FRA_2015_TIMSS_v01_M_v01_A_GLAD_CLO.dta,dta,5,FRA,FRA_2015_TIMSS,FRA_2015_TIMSS_v01_M_v01_A_GLAD,Data,Harmonized,FRA_2015_TIMSS_v01_M_v01_A_GLAD_CLO.dta,4,7,Harmonized
EDU,FRA,2000,PISA,FRA\FRA_2000_PISA\FRA_2000_PISA_v01_M_v01_A_GLAD\Data\Harmonized\FRA_2000_PISA_v01_M_v01_A_GLAD_BASE.dta,dta,5,FRA,FRA_2000_PISA,FRA_2000_PISA_v01_M_v01_A_GLAD,Data,Harmonized,FRA_2000_PISA_v01_M_v01_A_GLAD_BASE.dta,4,7,Harmonized
EDU,FRA,2000,PISA,FRA\FRA_2000_PISA\FRA_2000_PISA_v01_M\Data\Stata\FRA_2000_intscho.dta,dta,5,FRA,FRA_2000_PISA,FRA_2000_PISA_v01_M,Data,Stata,FRA_2000_intscho.dta,4,4,RAW
EDU,BGD,2015,EGRA,BGD\BGD_2015_EGRA\BGD_2015_EGRA_v01_M\Data\Stata\bangladesh_cht_read_2015.dta,dta,5,BGD,BGD_2015_EGRA,BGD_2015_EGRA_v01_M,Data,Stata,bangladesh_cht_read_2015.dta,4,4,RAW
EDU,BGD,2015,NLA,BGD\BGD_2015_NLA\BGD_2015_NLA_v01_M\Data\Stata\NSA_2015_Background_Information_of_HT_AT_and_students.dta,dta,5,BGD,BGD_2015_NLA,BGD_2015_NLA_v01_M,Data,Stata,NSA_2015_Background_Information_of_HT_AT_and_students.dta,4,4,RAW
EDU,BGD,2014,EGRA,BGD\BGD_2014_EGRA\BGD_2014_EGRA_v01_M\Data\Stata\2014_NNPS.dta,dta,5,BGD,BGD_2014_EGRA,BGD_2014_EGRA_v01_M,Data,Stata,2014_NNPS.dta,4,4,RAW
EDU,BGD,2016,EGRA,BGD\BGD_2016_EGRA\BGD_2016_EGRA_v01_M\Data\Stata\2016_RCT.dta,dta,5,BGD,BGD_2016_EGRA,BGD_2016_EGRA_v01_M,Data,Stata,2016_RCT.dta,4,4,RAW
EDU,GUY,2008,EGRA,GUY\GUY_2008_EGRA\GUY_2008_EGRA_v01_M\Data\Stata\2008.dta,dta,5,GUY,GUY_2008_EGRA,GUY_2008_EGRA_v01_M,Data,Stata,2008.dta,4,4,RAW
EDU,ETH,2010,EGRA,ETH\ETH_2010_EGRA\ETH_2010_EGRA_v01_M\Data\Stata\2010.dta,dta,5,ETH,ETH_2010_EGRA,ETH_2010_EGRA_v01_M,Data,Stata,2010.dta,4,4,RAW
EDU,ETH,2015,NLA,ETH\ETH_2015_NLA\ETH_2015_NLA_v01_M\Data\Stata\G8 principal data.dta,dta,5,ETH,ETH_2015_NLA,ETH_2015_NLA_v01_M,Data,Stata,G8 principal data.dta,4,4,RAW
EDU,ETH,2011,NLA,ETH\ETH_2011_NLA\ETH_2012_NLA_v01_M\Data\Stata\MA10y14_keyed.dta,dta,5,ETH,ETH_2011_NLA,ETH_2012_NLA_v01_M,Data,Stata,MA10y14_keyed.dta,4,4,RAW
EDU,CMR,2014,PASEC,CMR\CMR_2014_PASEC\CMR_2014_PASEC_v02_M\Data\Stata\CAMEROUN_GRADE2.dta,dta,5,CMR,CMR_2014_PASEC,CMR_2014_PASEC_v02_M,Data,Stata,CAMEROUN_GRADE2.dta,4,4,RAW
EDU,CMR,2014,PASEC,CMR\CMR_2014_PASEC\CMR_2014_PASEC_v01_M_v01_A_GLAD\Data\Harmonized\CMR_2014_PASEC_v01_M_v01_A_GLAD_BASE.dta,dta,5,CMR,CMR_2014_PASEC,CMR_2014_PASEC_v01_M_v01_A_GLAD,Data,Harmonized,CMR_2014_PASEC_v01_M_v01_A_GLAD_BASE.dta,4,7,Harmonized
EDU,CMR,2005,PASEC,CMR\CMR_2005_PASEC\CMR_2005_PASEC_v02_M\Data\Stata\CmFr_Global2.dta,dta,5,CMR,CMR_2005_PASEC,CMR_2005_PASEC_v02_M,Data,Stata,CmFr_Global2.dta,4,4,RAW
EDU,EGY,2007,TIMSS,EGY\EGY_2007_TIMSS\EGY_2007_TIMSS_v01_M_v01_A_GLAD\Data\Harmonized\EGY_2007_TIMSS_v01_M_v01_A_GLAD_BASE.dta,dta,5,EGY,EGY_2007_TIMSS,EGY_2007_TIMSS_v01_M_v01_A_GLAD,Data,Harmonized,EGY_2007_TIMSS_v01_M_v01_A_GLAD_BASE.dta,4,7,Harmonized
EDU,EGY,2007,TIMSS,EGY\EGY_2007_TIMSS\EGY_2007_TIMSS_v01_M\Data\Stata\EGY_2007_TIMSS_v01_M_BCG.dta,dta,5,EGY,EGY_2007_TIMSS,EGY_2007_TIMSS_v01_M,Data,Stata,EGY_2007_TIMSS_v01_M_BCG.dta,4,4,RAW
EDU,EGY,2015,TIMSS,EGY\EGY_2015_TIMSS\EGY_2015_TIMSS_v01_M_v01_A_GLAD\Data\Harmonized\EGY_2015_TIMSS_v01_M_v01_A_GLAD_BASE.dta,dta,5,EGY,EGY_2015_TIMSS,EGY_2015_TIMSS_v01_M_v01_A_GLAD,Data,Harmonized,EGY_2015_TIMSS_v01_M_v01_A_GLAD_BASE.dta,4,7,Harmonized
EDU,EGY,2015,TIMSS,EGY\EGY_2015_TIMSS\EGY_2015_TIMSS_v01_M\Data\Stata\EGY_2015_TIMSS_v01_M_BSG.dta,dta,5,EGY,EGY_2015_TIMSS,EGY_2015_TIMSS_v01_M,Data,Stata,EGY_2015_TIMSS_v01_M_BSG.dta,4,4,RAW
EDU,EGY,2003,TIMSS,EGY\EGY_2003_TIMSS\EGY_2003_TIMSS_v01_M\Data\Stata\EGY_2003_TIMSS_v01_M_BSG.dta,dta,5,EGY,EGY_2003_TIMSS,EGY_2003_TIMSS_v01_M,Data,Stata,EGY_2003_TIMSS_v01_M_BSG.dta,4,4,RAW
EDU,EGY,2003,TIMSS,EGY\EGY_2003_TIMSS\EGY_2003_TIMSS_v01_M_v01_A_GLAD\Data\Harmonized\EGY_2003_TIMSS_v01_M_v01_A_GLAD_ALL.dta,dta,5,EGY,EGY_2003_TIMSS,EGY_2003_TIMSS_v01_M_v01_A_GLAD,Data,Harmonized,EGY_2003_TIMSS_v01_M_v01_A_GLAD_ALL.dta,4,7,Harmonized
EDU,EGY,2016,PIRLS,EGY\EGY_2016_PIRLS\EGY_2016_PIRLS_v01_M_v01_A_GLAD\Data\Harmonized\EGY_2016_PIRLS_v01_M_v01_A_GLAD_ALL.dta,dta,5,EGY,EGY_2016_PIRLS,EGY_2016_PIRLS_v01_M_v01_A_GLAD,Data,Harmonized,EGY_2016_PIRLS_v01_M_v01_A_GLAD_ALL.dta,4,7,Harmonized
EDU,EGY,2011,EGRA,EGY\EGY_2011_EGRA\EGY_2011_EGRA_v01_M\Data\Stata\2011.dta,dta,5,EGY,EGY_2011_EGRA,EGY_2011_EGRA_v01_M,Data,Stata,2011.dta,4,4,RAW
EDU,EGY,2013,EGRA,EGY\EGY_2013_EGRA\EGY_2013_EGRA_v01_M\Data\Stata\2013.dta,dta,5,EGY,EGY_2013_EGRA,EGY_2013_EGRA_v01_M,Data,Stata,2013.dta,4,4,RAW
EDU,GMB,2013,EGRA,GMB\GMB_2013_EGRA\GMB_2013_EGRA_v01_M\Data\Stata\2013.dta,dta,5,GMB,GMB_2013_EGRA,GMB_2013_EGRA_v01_M,Data,Stata,2013.dta,4,4,RAW
EDU,GMB,2011,EGRA,GMB\GMB_2011_EGRA\GMB_2011_EGRA_v01_M\Data\Stata\2011.dta,dta,5,GMB,GMB_2011_EGRA,GMB_2011_EGRA_v01_M,Data,Stata,2011.dta,4,4,RAW
EDU,AFG,2015,NLA,AFG\AFG_2015_NLA\AFG_2015_NLA_v01_M\Data\Stata\G3_SCQ_MS_Database_20170922.dta,dta,5,AFG,AFG_2015_NLA,AFG_2015_NLA_v01_M,Data,Stata,G3_SCQ_MS_Database_20170922.dta,4,4,RAW
EDU,AFG,2013,NLA,AFG\AFG_2013_NLA\AFG_2013_NLA_v01_M\Data\Stata\AFG_G6_DATABASE_replicates.dta,dta,5,AFG,AFG_2013_NLA,AFG_2013_NLA_v01_M,Data,Stata,AFG_G6_DATABASE_replicates.dta,4,4,RAW
EDU,AFG,2016,EGRA,AFG\AFG_2016_EGRA\AFG_2016_EGRA_v01_M\Data\Stata\2016_dari.dta,dta,5,AFG,AFG_2016_EGRA,AFG_2016_EGRA_v01_M,Data,Stata,2016_dari.dta,4,4,RAW
EDU,SYC,2000,SACMEQ,SYC\SYC_2000_SACMEQ\SYC_2000_SACMEQ_v01_M_v01_A_GLAD\Data\Harmonized\SYC_2000_SACMEQ_v01_M_v01_A_GLAD_CLO.dta,dta,5,SYC,SYC_2000_SACMEQ,SYC_2000_SACMEQ_v01_M_v01_A_GLAD,Data,Harmonized,SYC_2000_SACMEQ_v01_M_v01_A_GLAD_CLO.dta,4,7,Harmonized
EDU,SYC,2007,SACMEQ,SYC\SYC_2007_SACMEQ\SYC_2007_SACMEQ_v01_M_v01_A_GLAD\Data\Harmonized\SYC_2007_SACMEQ_v01_M_v01_A_GLAD_CLO.dta,dta,5,SYC,SYC_2007_SACMEQ,SYC_2007_SACMEQ_v01_M_v01_A_GLAD,Data,Harmonized,SYC_2007_SACMEQ_v01_M_v01_A_GLAD_CLO.dta,4,7,Harmonized
EDU,BOL,2003,EGRA,BOL\BOL_2003_EGRA\BOL_2003_EGRA_v01_M\Data\Stata\BOPR41FL.DTA,dta,5,BOL,BOL_2003_EGRA,BOL_2003_EGRA_v01_M,Data,Stata,BOPR41FL.DTA,4,4,RAW
EDU,SYR,2003,TIMSS,SYR\SYR_2003_TIMSS\SYR_2003_TIMSS_v01_M\Data\Stata\SYR_2003_TIMSS_v01_M_BSG.dta,dta,5,SYR,SYR_2003_TIMSS,SYR_2003_TIMSS_v01_M,Data,Stata,SYR_2003_TIMSS_v01_M_BSG.dta,4,4,RAW
EDU,SYR,2003,TIMSS,SYR\SYR_2003_TIMSS\SYR_2003_TIMSS_v01_M_v01_A_GLAD\Data\Harmonized\SYR_2003_TIMSS_v01_M_v01_A_GLAD_BASE.dta,dta,5,SYR,SYR_2003_TIMSS,SYR_2003_TIMSS_v01_M_v01_A_GLAD,Data,Harmonized,SYR_2003_TIMSS_v01_M_v01_A_GLAD_BASE.dta,4,7,Harmonized
EDU,SYR,2007,TIMSS,SYR\SYR_2007_TIMSS\SYR_2007_TIMSS_v01_M_v01_A_GLAD\Data\Harmonized\SYR_2007_TIMSS_v01_M_v01_A_GLAD_ALL.dta,dta,5,SYR,SYR_2007_TIMSS,SYR_2007_TIMSS_v01_M_v01_A_GLAD,Data,Harmonized,SYR_2007_TIMSS_v01_M_v01_A_GLAD_ALL.dta,4,7,Harmonized
EDU,SYR,2007,TIMSS,SYR\SYR_2007_TIMSS\SYR_2007_TIMSS_v01_M\Data\Stata\SYR_2007_TIMSS_v01_M_BCG.dta,dta,5,SYR,SYR_2007_TIMSS,SYR_2007_TIMSS_v01_M,Data,Stata,SYR_2007_TIMSS_v01_M_BCG.dta,4,4,RAW
EDU,SYR,2011,TIMSS,SYR\SYR_2011_TIMSS\SYR_2011_TIMSS_v01_M_v01_A_GLAD\Data\Harmonized\SYR_2011_TIMSS_v01_M_v01_A_GLAD_BASE.dta,dta,5,SYR,SYR_2011_TIMSS,SYR_2011_TIMSS_v01_M_v01_A_GLAD,Data,Harmonized,SYR_2011_TIMSS_v01_M_v01_A_GLAD_BASE.dta,4,7,Harmonized
EDU,SYR,2011,TIMSS,SYR\SYR_2011_TIMSS\SYR_2011_TIMSS_v01_M\Data\Stata\SYR_2011_TIMSS_v01_M_BCG.dta,dta,5,SYR,SYR_2011_TIMSS,SYR_2011_TIMSS_v01_M,Data,Stata,SYR_2011_TIMSS_v01_M_BCG.dta,4,4,RAW
EDU,BHR,2011,TIMSS,BHR\BHR_2011_TIMSS\BHR_2011_TIMSS_v01_M_v01_A_GLAD\Data\Harmonized\BHR_2011_TIMSS_v01_M_v01_A_GLAD_BASE.dta,dta,5,BHR,BHR_2011_TIMSS,BHR_2011_TIMSS_v01_M_v01_A_GLAD,Data,Harmonized,BHR_2011_TIMSS_v01_M_v01_A_GLAD_BASE.dta,4,7,Harmonized
EDU,BHR,2011,TIMSS,BHR\BHR_2011_TIMSS\BHR_2011_TIMSS_v01_M\Data\Stata\BHR_2011_TIMSS_v01_M_ASH.dta,dta,5,BHR,BHR_2011_TIMSS,BHR_2011_TIMSS_v01_M,Data,Stata,BHR_2011_TIMSS_v01_M_ASH.dta,4,4,RAW
EDU,BHR,2007,TIMSS,BHR\BHR_2007_TIMSS\BHR_2007_TIMSS_v01_M_v01_A_GLAD\Data\Harmonized\BHR_2007_TIMSS_v01_M_v01_A_GLAD_CLO.dta,dta,5,BHR,BHR_2007_TIMSS,BHR_2007_TIMSS_v01_M_v01_A_GLAD,Data,Harmonized,BHR_2007_TIMSS_v01_M_v01_A_GLAD_CLO.dta,4,7,Harmonized
EDU,BHR,2007,TIMSS,BHR\BHR_2007_TIMSS\BHR_2007_TIMSS_v01_M\Data\Stata\BHR_2007_TIMSS_v01_M_BCG.dta,dta,5,BHR,BHR_2007_TIMSS,BHR_2007_TIMSS_v01_M,Data,Stata,BHR_2007_TIMSS_v01_M_BCG.dta,4,4,RAW
EDU,BHR,2003,TIMSS,BHR\BHR_2003_TIMSS\BHR_2003_TIMSS_v01_M\Data\Stata\BHR_2003_TIMSS_v01_M_BSG.dta,dta,5,BHR,BHR_2003_TIMSS,BHR_2003_TIMSS_v01_M,Data,Stata,BHR_2003_TIMSS_v01_M_BSG.dta,4,4,RAW
EDU,BHR,2003,TIMSS,BHR\BHR_2003_TIMSS\BHR_2003_TIMSS_v01_M_v01_A_GLAD\Data\Harmonized\BHR_2003_TIMSS_v01_M_v01_A_GLAD_BASE.dta,dta,5,BHR,BHR_2003_TIMSS,BHR_2003_TIMSS_v01_M_v01_A_GLAD,Data,Harmonized,BHR_2003_TIMSS_v01_M_v01_A_GLAD_BASE.dta,4,7,Harmonized
EDU,BHR,2015,TIMSS,BHR\BHR_2015_TIMSS\BHR_2015_TIMSS_v01_M\Data\Stata\BHR_2015_TIMSS_v01_M_AST.dta,dta,5,BHR,BHR_2015_TIMSS,BHR_2015_TIMSS_v01_M,Data,Stata,BHR_2015_TIMSS_v01_M_AST.dta,4,4,RAW
EDU,BHR,2015,TIMSS,BHR\BHR_2015_TIMSS\BHR_2015_TIMSS_v01_M_v01_A_GLAD\Data\Harmonized\BHR_2015_TIMSS_v01_M_v01_A_GLAD_BASE.dta,dta,5,BHR,BHR_2015_TIMSS,BHR_2015_TIMSS_v01_M_v01_A_GLAD,Data,Harmonized,BHR_2015_TIMSS_v01_M_v01_A_GLAD_BASE.dta,4,7,Harmonized
EDU,BHR,2016,PIRLS,BHR\BHR_2016_PIRLS\BHR_2016_PIRLS_v01_M_v01_A_GLAD\Data\Harmonized\BHR_2016_PIRLS_v01_M_v01_A_GLAD_CLO.dta,dta,5,BHR,BHR_2016_PIRLS,BHR_2016_PIRLS_v01_M_v01_A_GLAD,Data,Harmonized,BHR_2016_PIRLS_v01_M_v01_A_GLAD_CLO.dta,4,7,Harmonized
EDU,BHR,2016,PIRLS,BHR\BHR_2016_PIRLS\BHR_2016_PIRLS_v01_M\Data\Stata\BHR_2016_PIRLS_v01_M_ACG.dta,dta,5,BHR,BHR_2016_PIRLS,BHR_2016_PIRLS_v01_M,Data,Stata,BHR_2016_PIRLS_v01_M_ACG.dta,4,4,RAW
EDU,GRD,2018,EGRA,GRD\GRD_2018_EGRA\GRD_2018_EGRA_v01_M\Data\Stata\GRN-GREN_2018_EGRA.dta,dta,5,GRD,GRD_2018_EGRA,GRD_2018_EGRA_v01_M,Data,Stata,GRN-GREN_2018_EGRA.dta,4,4,RAW
EDU,GRD,2016,EGRA,GRD\GRD_2016_EGRA\GRD_2016_EGRA_v01_M\Data\Stata\GRN_GREN_2016_EGRA.dta,dta,5,GRD,GRD_2016_EGRA,GRD_2016_EGRA_v01_M,Data,Stata,GRN_GREN_2016_EGRA.dta,4,4,RAW
EDU,SSA,1996,PASEC,SSA\SSA_1996_PASEC\SSA_1996_PASEC_v01_M\Data\Stata\back_05_2006_02_9.dta,dta,5,SSA,SSA_1996_PASEC,SSA_1996_PASEC_v01_M,Data,Stata,back_05_2006_02_9.dta,4,4,RAW
EDU,SSA,2000,SACMEQ,SSA\SSA_2000_SACMEQ\SSA_2000_SACMEQ_v01_M\Data\Stata\back_03_2000_06_9.dta,dta,5,SSA,SSA_2000_SACMEQ,SSA_2000_SACMEQ_v01_M,Data,Stata,back_03_2000_06_9.dta,4,4,RAW
