serveralias,country,year,survey,relpath,ext,ndir,code,surv,surveyid,folder1,folder2,filename,pos,ntoken,type
LABLAC,URY,2015,ECH,URY\URY_2015_ECH\URY_2015_ECH-Q01_v02_M_v02_A_LABLAC-01\Data\Harmonized\URY_2015_ECH-Q01_v02_M_v02_A_LABLAC-01_all.dta,dta,5,URY,URY_2015_ECH,URY_2015_ECH-Q01_v02_M_v02_A_LABLAC-01,Data,Harmonized,URY_2015_ECH-Q01_v02_M_v02_A_LABLAC-01_all.dta,4,7,Harmonized
LABLAC,URY,2015,ECH,URY\URY_2015_ECH\URY_2015_ECH-Q04_v01_M_v01_A_LABLAC-01\Data\Harmonized\URY_2015_ECH-Q04_v01_M_v01_A_LABLAC-01_all.dta,dta,5,URY,URY_2015_ECH,URY_2015_ECH-Q04_v01_M_v01_A_LABLAC-01,Data,Harmonized,URY_2015_ECH-Q04_v01_M_v01_A_LABLAC-01_all.dta,4,7,Harmonized
LABLAC,URY,2015,ECH,URY\URY_2015_ECH\URY_2015_ECH-Q03_v02_M_v02_A_LABLAC-01\Data\Harmonized\URY_2015_ECH-Q03_v02_M_v02_A_LABLAC-01_all.dta,dta,5,URY,URY_2015_ECH,URY_2015_ECH-Q03_v02_M_v02_A_LABLAC-01,Data,Harmonized,URY_2015_ECH-Q03_v02_M_v02_A_LABLAC-01_all.dta,4,7,Harmonized
LABLAC,URY,2015,ECH,URY\URY_2015_ECH\URY_2015_ECH-Q04_v02_M\Data\Base\ury_2015_ECH-Q04_v02_M.dta,dta,5,URY,URY_2015_ECH,URY_2015_ECH-Q04_v02_M,Data,Base,ury_2015_ECH-Q04_v02_M.dta,4,4,RAW
LABLAC,URY,2015,ECH,URY\URY_2015_ECH\URY_2015_ECH-Q03_v01_M_v01_A_LABLAC-01\Data\Harmonized\URY_2015_ECH-Q03_v01_M_v01_A_LABLAC-01_all.dta,dta,5,URY,URY_2015_ECH,URY_2015_ECH-Q03_v01_M_v01_A_LABLAC-01,Data,Harmonized,URY_2015_ECH-Q03_v01_M_v01_A_LABLAC-01_all.dta,4,7,Harmonized
LABLAC,URY,2015,ECH,URY\URY_2015_ECH\URY_2015_ECH-Q02_v01_M_v01_A_LABLAC-01\Data\Harmonized\URY_2015_ECH-Q02_v01_M_v01_A_LABLAC-01_all.dta,dta,5,URY,URY_2015_ECH,URY_2015_ECH-Q02_v01_M_v01_A_LABLAC-01,Data,Harmonized,URY_2015_ECH-Q02_v01_M_v01_A_LABLAC-01_all.dta,4,7,Harmonized
LABLAC,URY,2015,ECH,URY\URY_2015_ECH\URY_2015_ECH-Q01_v02_M\Data\Base\ury_2015_ECH-Q01_v02_M.dta,dta,5,URY,URY_2015_ECH,URY_2015_ECH-Q01_v02_M,Data,Base,ury_2015_ECH-Q01_v02_M.dta,4,4,RAW
LABLAC,URY,2015,ECH,URY\URY_2015_ECH\URY_2015_ECH-Q03_v01_M\Data\Base\URY_2015_ECH-Q03_v01_M.dta,dta,5,URY,URY_2015_ECH,URY_2015_ECH-Q03_v01_M,Data,Base,URY_2015_ECH-Q03_v01_M.dta,4,4,RAW
LABLAC,URY,2015,ECH,URY\URY_2015_ECH\URY_2015_ECH-Q04_v01_M\Data\Base\URY_2015_ECH-Q04_v01_M.dta,dta,5,URY,URY_2015_ECH,URY_2015_ECH-Q04_v01_M,Data,Base,URY_2015_ECH-Q04_v01_M.dta,4,4,RAW
LABLAC,URY,2015,ECH,URY\URY_2015_ECH\URY_2015_ECH-Q04_v02_M_v02_A_LABLAC-01\Data\Harmonized\URY_2015_ECH-Q04_v02_M_v02_A_LABLAC-01_all.dta,dta,5,URY,URY_2015_ECH,URY_2015_ECH-Q04_v02_M_v02_A_LABLAC-01,Data,Harmonized,URY_2015_ECH-Q04_v02_M_v02_A_LABLAC-01_all.dta,4,7,Harmonized
LABLAC,URY,2015,ECH,URY\URY_2015_ECH\URY_2015_ECH-Q02_v02_M\Data\Base\ury_2015_ECH-Q02_v02_M.dta,dta,5,URY,URY_2015_ECH,URY_2015_ECH-Q02_v02_M,Data,Base,ury_2015_ECH-Q02_v02_M.dta,4,4,RAW
LABLAC,URY,2015,ECH,URY\URY_2015_ECH\URY_2015_ECH-Q02_v01_M\Data\Base\URY_2015_ECH-Q02_v01_M.dta,dta,5,URY,URY_2015_ECH,URY_2015_ECH-Q02_v01_M,Data,Base,URY_2015_ECH-Q02_v01_M.dta,4,4,RAW
LABLAC,URY,2015,ECH,URY\URY_2015_ECH\URY_2015_ECH-Q03_v02_M\Data\Base\ury_2015_ECH-Q03_v02_M.dta,dta,5,URY,URY_2015_ECH,URY_2015_ECH-Q03_v02_M,Data,Base,ury_2015_ECH-Q03_v02_M.dta,4,4,RAW
LABLAC,CHL,2006,ENE,CHL\CHL_2006_ENE\CHL_2006_ENE-Q02_v01_M\Data\Base\CHL_2006_ENE-Q02_v01_M.dta,dta,5,CHL,CHL_2006_ENE,CHL_2006_ENE-Q02_v01_M,Data,Base,CHL_2006_ENE-Q02_v01_M.dta,4,4,RAW
LABLAC,CHL,2006,ENE,CHL\CHL_2006_ENE\CHL_2006_ENE-Q03_v01_M\Data\Base\CHL_2006_ENE-Q03_v01_M.dta,dta,5,CHL,CHL_2006_ENE,CHL_2006_ENE-Q03_v01_M,Data,Base,CHL_2006_ENE-Q03_v01_M.dta,4,4,RAW
LABLAC,CHL,2006,ENE,CHL\CHL_2006_ENE\CHL_2006_ENE-Q01_v01_M_v01_A_LABLAC-01\Data\Harmonized\CHL_2006_ENE-Q01_v01_M_v01_A_LABLAC-01_all.dta,dta,5,CHL,CHL_2006_ENE,CHL_2006_ENE-Q01_v01_M_v01_A_LABLAC-01,Data,Harmonized,CHL_2006_ENE-Q01_v01_M_v01_A_LABLAC-01_all.dta,4,7,Harmonized
LABLAC,CHL,2006,ENE,CHL\CHL_2006_ENE\CHL_2006_ENE-Q04_v02_M_v02_A_LABLAC-01\Data\Harmonized\CHL_2006_ENE-Q04_v02_M_v02_A_LABLAC-01_all.dta,dta,5,CHL,CHL_2006_ENE,CHL_2006_ENE-Q04_v02_M_v02_A_LABLAC-01,Data,Harmonized,CHL_2006_ENE-Q04_v02_M_v02_A_LABLAC-01_all.dta,4,7,Harmonized
LABLAC,CHL,2006,ENE,CHL\CHL_2006_ENE\CHL_2006_ENE-Q04_v01_M_v01_A_LABLAC-01\Data\Harmonized\CHL_2006_ENE-Q04_v01_M_v01_A_LABLAC-01_all.dta,dta,5,CHL,CHL_2006_ENE,CHL_2006_ENE-Q04_v01_M_v01_A_LABLAC-01,Data,Harmonized,CHL_2006_ENE-Q04_v01_M_v01_A_LABLAC-01_all.dta,4,7,Harmonized
LABLAC,CHL,2006,ENE,CHL\CHL_2006_ENE\CHL_2006_ENE-Q04_v02_M\Data\Base\CHL_2006_ENE-Q04_v02_M.dta,dta,5,CHL,CHL_2006_ENE,CHL_2006_ENE-Q04_v02_M,Data,Base,CHL_2006_ENE-Q04_v02_M.dta,4,4,RAW
LABLAC,CHL,2006,ENE,CHL\CHL_2006_ENE\CHL_2006_ENE-Q02_v01_M_v01_A_LABLAC-01\Data\Harmonized\CHL_2006_ENE-Q02_v01_M_v01_A_LABLAC-01_all.dta,dta,5,CHL,CHL_2006_ENE,CHL_2006_ENE-Q02_v01_M_v01_A_LABLAC-01,Data,Harmonized,CHL_2006_ENE-Q02_v01_M_v01_A_LABLAC-01_all.dta,4,7,Harmonized
LABLAC,CHL,2006,ENE,CHL\CHL_2006_ENE\CHL_2006_ENE-Q03_v01_M_v01_A_LABLAC-01\Data\Harmonized\CHL_2006_ENE-Q03_v01_M_v01_A_LABLAC-01_all.dta,dta,5,CHL,CHL_2006_ENE,CHL_2006_ENE-Q03_v01_M_v01_A_LABLAC-01,Data,Harmonized,CHL_2006_ENE-Q03_v01_M_v01_A_LABLAC-01_all.dta,4,7,Harmonized
LABLAC,CHL,2006,ENE,CHL\CHL_2006_ENE\CHL_2006_ENE-Q01_v01_M\Data\Base\CHL_2006_ENE-Q01_v01_M.dta,dta,5,CHL,CHL_2006_ENE,CHL_2006_ENE-Q01_v01_M,Data,Base,CHL_2006_ENE-Q01_v01_M.dta,4,4,RAW
LABLAC,CHL,2006,ENE,CHL\CHL_2006_ENE\CHL_2006_ENE-Q04_v01_M\Data\Base\CHL_2006_ENE-Q04_v01_M.dta,dta,5,CHL,CHL_2006_ENE,CHL_2006_ENE-Q04_v01_M,Data,Base,CHL_2006_ENE-Q04_v01_M.dta,4,4,RAW
LABLAC,CHL,2016,NENE,CHL\CHL_2016_NENE\CHL_2016_NENE-Q02_v01_M_v01_A_lablac-01\Data\Harmonized\CHL_2016_NENE-Q02_v01_M_v01_A_LABLAC-01_all.dta,dta,5,CHL,CHL_2016_NENE,CHL_2016_NENE-Q02_v01_M_v01_A_lablac-01,Data,Harmonized,CHL_2016_NENE-Q02_v01_M_v01_A_LABLAC-01_all.dta,4,7,Harmonized
LABLAC,CHL,2016,NENE,CHL\CHL_2016_NENE\CHL_2016_NENE-Q02_v01_M\data\base\CHL_2016_NENE-Q02_v01_M.dta,dta,5,CHL,CHL_2016_NENE,CHL_2016_NENE-Q02_v01_M,data,base,CHL_2016_NENE-Q02_v01_M.dta,4,4,RAW
LABLAC,CHL,2016,NENE,CHL\CHL_2016_NENE\CHL_2016_NENE-Q03_v01_M_v01_A_lablac-01\Data\Harmonized\CHL_2016_NENE-Q03_v01_M_v01_A_LABLAC-01_all.dta,dta,5,CHL,CHL_2016_NENE,CHL_2016_NENE-Q03_v01_M_v01_A_lablac-01,Data,Harmonized,CHL_2016_NENE-Q03_v01_M_v01_A_LABLAC-01_all.dta,4,7,Harmonized
LABLAC,CHL,2016,NENE,CHL\CHL_2016_NENE\CHL_2016_NENE-Q01_v01_M\data\base\CHL_2016_NENE-Q01_v01_M.dta,dta,5,CHL,CHL_2016_NENE,CHL_2016_NENE-Q01_v01_M,data,base,CHL_2016_NENE-Q01_v01_M.dta,4,4,RAW
LABLAC,CHL,2016,NENE,CHL\CHL_2016_NENE\CHL_2016_NENE-Q04_v01_M\data\base\CHL_2016_NENE-Q04_v01_M.dta,dta,5,CHL,CHL_2016_NENE,CHL_2016_NENE-Q04_v01_M,data,base,CHL_2016_NENE-Q04_v01_M.dta,4,4,RAW
LABLAC,CHL,2016,NENE,CHL\CHL_2016_NENE\CHL_2016_NENE-Q03_v01_M\data\base\CHL_2016_NENE-Q03_v01_M.dta,dta,5,CHL,CHL_2016_NENE,CHL_2016_NENE-Q03_v01_M,data,base,CHL_2016_NENE-Q03_v01_M.dta,4,4,RAW
LABLAC,CHL,2016,NENE,CHL\CHL_2016_NENE\CHL_2016_NENE-Q04_v01_M_v01_A_lablac-01\Data\Harmonized\CHL_2016_NENE-Q04_v01_M_v01_A_LABLAC-01_all.dta,dta,5,CHL,CHL_2016_NENE,CHL_2016_NENE-Q04_v01_M_v01_A_lablac-01,Data,Harmonized,CHL_2016_NENE-Q04_v01_M_v01_A_LABLAC-01_all.dta,4,7,Harmonized
LABLAC,CHL,2016,NENE,CHL\CHL_2016_NENE\CHL_2016_NENE-Q01_v01_M_v01_A_lablac-01\Data\Harmonized\CHL_2016_NENE-Q01_v01_M_v01_A_LABLAC-01_all.dta,dta,5,CHL,CHL_2016_NENE,CHL_2016_NENE-Q01_v01_M_v01_A_lablac-01,Data,Harmonized,CHL_2016_NENE-Q01_v01_M_v01_A_LABLAC-01_all.dta,4,7,Harmonized
LABLAC,CHL,2007,ENE,CHL\CHL_2007_ENE\CHL_2007_ENE-Q02_v01_M_v01_A_LABLAC-01\Data\Harmonized\CHL_2007_ENE-Q02_v01_M_v01_A_LABLAC-01_all.dta,dta,5,CHL,CHL_2007_ENE,CHL_2007_ENE-Q02_v01_M_v01_A_LABLAC-01,Data,Harmonized,CHL_2007_ENE-Q02_v01_M_v01_A_LABLAC-01_all.dta,4,7,Harmonized
LABLAC,CHL,2007,ENE,CHL\CHL_2007_ENE\CHL_2007_ENE-Q03_v01_M\Data\Base\CHL_2007_ENE-Q03_v01_M.dta,dta,5,CHL,CHL_2007_ENE,CHL_2007_ENE-Q03_v01_M,Data,Base,CHL_2007_ENE-Q03_v01_M.dta,4,4,RAW
LABLAC,CHL,2007,ENE,CHL\CHL_2007_ENE\CHL_2007_ENE-Q01_v01_M\Data\Base\CHL_2007_ENE-Q01_v01_M.dta,dta,5,CHL,CHL_2007_ENE,CHL_2007_ENE-Q01_v01_M,Data,Base,CHL_2007_ENE-Q01_v01_M.dta,4,4,RAW
LABLAC,CHL,2007,ENE,CHL\CHL_2007_ENE\CHL_2007_ENE-Q04_v01_M_v02_A_LABLAC-01\Data\Harmonized\CHL_2007_ENE-Q04_v01_M_v02_A_LABLAC-01_all.dta,dta,5,CHL,CHL_2007_ENE,CHL_2007_ENE-Q04_v01_M_v02_A_LABLAC-01,Data,Harmonized,CHL_2007_ENE-Q04_v01_M_v02_A_LABLAC-01_all.dta,4,7,Harmonized
LABLAC,CHL,2007,ENE,CHL\CHL_2007_ENE\CHL_2007_ENE-Q03_v01_M_v01_A_LABLAC-01\Data\Harmonized\CHL_2007_ENE-Q03_v01_M_v01_A_LABLAC-01_all.dta,dta,5,CHL,CHL_2007_ENE,CHL_2007_ENE-Q03_v01_M_v01_A_LABLAC-01,Data,Harmonized,CHL_2007_ENE-Q03_v01_M_v01_A_LABLAC-01_all.dta,4,7,Harmonized
LABLAC,CHL,2007,ENE,CHL\CHL_2007_ENE\CHL_2007_ENE-Q02_v01_M\Data\Base\CHL_2007_ENE-Q02_v01_M.dta,dta,5,CHL,CHL_2007_ENE,CHL_2007_ENE-Q02_v01_M,Data,Base,CHL_2007_ENE-Q02_v01_M.dta,4,4,RAW
LABLAC,CHL,2007,ENE,CHL\CHL_2007_ENE\CHL_2007_ENE-Q04_v01_M\Data\Base\CHL_2007_ENE-Q04_v01_M.dta,dta,5,CHL,CHL_2007_ENE,CHL_2007_ENE-Q04_v01_M,Data,Base,CHL_2007_ENE-Q04_v01_M.dta,4,4,RAW
LABLAC,CHL,2007,ENE,CHL\CHL_2007_ENE\CHL_2007_ENE-Q04_v01_M_v01_A_LABLAC-01\Data\Harmonized\CHL_2007_ENE-Q04_v01_M_v01_A_LABLAC-01_all.dta,dta,5,CHL,CHL_2007_ENE,CHL_2007_ENE-Q04_v01_M_v01_A_LABLAC-01,Data,Harmonized,CHL_2007_ENE-Q04_v01_M_v01_A_LABLAC-01_all.dta,4,7,Harmonized
LABLAC,CHL,2007,ENE,CHL\CHL_2007_ENE\CHL_2007_ENE-Q01_v01_M_v01_A_LABLAC-01\Data\Harmonized\CHL_2007_ENE-Q01_v01_M_v01_A_LABLAC-01_all.dta,dta,5,CHL,CHL_2007_ENE,CHL_2007_ENE-Q01_v01_M_v01_A_LABLAC-01,Data,Harmonized,CHL_2007_ENE-Q01_v01_M_v01_A_LABLAC-01_all.dta,4,7,Harmonized
LABLAC,CHL,2005,ENE,CHL\CHL_2005_ENE\CHL_2005_ENE-Q04_v01_M_v01_A_LABLAC-01\Data\Harmonized\CHL_2005_ENE-Q04_v01_M_v01_A_LABLAC-01_all.dta,dta,5,CHL,CHL_2005_ENE,CHL_2005_ENE-Q04_v01_M_v01_A_LABLAC-01,Data,Harmonized,CHL_2005_ENE-Q04_v01_M_v01_A_LABLAC-01_all.dta,4,7,Harmonized
LABLAC,CHL,2005,ENE,CHL\CHL_2005_ENE\CHL_2005_ENE-Q01_v01_M_v01_A_LABLAC-01\Data\Harmonized\CHL_2005_ENE-Q01_v01_M_v01_A_LABLAC-01_all.dta,dta,5,CHL,CHL_2005_ENE,CHL_2005_ENE-Q01_v01_M_v01_A_LABLAC-01,Data,Harmonized,CHL_2005_ENE-Q01_v01_M_v01_A_LABLAC-01_all.dta,4,7,Harmonized
LABLAC,CHL,2005,ENE,CHL\CHL_2005_ENE\CHL_2005_ENE-Q02_v01_M_v01_A_LABLAC-01\Data\Harmonized\CHL_2005_ENE-Q02_v01_M_v01_A_LABLAC-01_all.dta,dta,5,CHL,CHL_2005_ENE,CHL_2005_ENE-Q02_v01_M_v01_A_LABLAC-01,Data,Harmonized,CHL_2005_ENE-Q02_v01_M_v01_A_LABLAC-01_all.dta,4,7,Harmonized
LABLAC,CHL,2005,ENE,CHL\CHL_2005_ENE\CHL_2005_ENE-Q04_v01_M\Data\Base\CHL_2005_ENE-Q04_v01_M.dta,dta,5,CHL,CHL_2005_ENE,CHL_2005_ENE-Q04_v01_M,Data,Base,CHL_2005_ENE-Q04_v01_M.dta,4,4,RAW
LABLAC,CHL,2005,ENE,CHL\CHL_2005_ENE\CHL_2005_ENE-Q01_v01_M\Data\Base\CHL_2005_ENE-Q01_v01_M.dta,dta,5,CHL,CHL_2005_ENE,CHL_2005_ENE-Q01_v01_M,Data,Base,CHL_2005_ENE-Q01_v01_M.dta,4,4,RAW
LABLAC,CHL,2005,ENE,CHL\CHL_2005_ENE\CHL_2005_ENE-Q02_v01_M\Data\Base\CHL_2005_ENE-Q02_v01_M.dta,dta,5,CHL,CHL_2005_ENE,CHL_2005_ENE-Q02_v01_M,Data,Base,CHL_2005_ENE-Q02_v01_M.dta,4,4,RAW
LABLAC,CHL,2005,ENE,CHL\CHL_2005_ENE\CHL_2005_ENE-Q04_v02_M_v02_A_LABLAC-01\Data\Harmonized\CHL_2005_ENE-Q04_v02_M_v02_A_LABLAC-01_all.dta,dta,5,CHL,CHL_2005_ENE,CHL_2005_ENE-Q04_v02_M_v02_A_LABLAC-01,Data,Harmonized,CHL_2005_ENE-Q04_v02_M_v02_A_LABLAC-01_all.dta,4,7,Harmonized
LABLAC,CHL,2005,ENE,CHL\CHL_2005_ENE\CHL_2005_ENE-Q03_v01_M\Data\Base\CHL_2005_ENE-Q03_v01_M.dta,dta,5,CHL,CHL_2005_ENE,CHL_2005_ENE-Q03_v01_M,Data,Base,CHL_2005_ENE-Q03_v01_M.dta,4,4,RAW
LABLAC,CHL,2005,ENE,CHL\CHL_2005_ENE\CHL_2005_ENE-Q04_v02_M\Data\Base\CHL_2005_ENE-Q04_v02_M.dta,dta,5,CHL,CHL_2005_ENE,CHL_2005_ENE-Q04_v02_M,Data,Base,CHL_2005_ENE-Q04_v02_M.dta,4,4,RAW
LABLAC,CHL,2005,ENE,CHL\CHL_2005_ENE\CHL_2005_ENE-Q03_v01_M_v01_A_LABLAC-01\Data\Harmonized\CHL_2005_ENE-Q03_v01_M_v01_A_LABLAC-01_all.dta,dta,5,CHL,CHL_2005_ENE,CHL_2005_ENE-Q03_v01_M_v01_A_LABLAC-01,Data,Harmonized,CHL_2005_ENE-Q03_v01_M_v01_A_LABLAC-01_all.dta,4,7,Harmonized
LABLAC,CHL,2012,NENE,CHL\CHL_2012_NENE\CHL_2012_NENE-Q04_v01_M_v01_A_LABLAC-01\Data\Harmonized\CHL_2012_NENE-Q04_v01_M_v01_A_LABLAC-01_all.dta,dta,5,CHL,CHL_2012_NENE,CHL_2012_NENE-Q04_v01_M_v01_A_LABLAC-01,Data,Harmonized,CHL_2012_NENE-Q04_v01_M_v01_A_LABLAC-01_all.dta,4,7,Harmonized
LABLAC,CHL,2012,NENE,CHL\CHL_2012_NENE\CHL_2012_NENE-Q01_v01_M_v01_A_LABLAC-01\Data\Harmonized\CHL_2012_NENE-Q01_v01_M_v01_A_LABLAC-01_all.dta,dta,5,CHL,CHL_2012_NENE,CHL_2012_NENE-Q01_v01_M_v01_A_LABLAC-01,Data,Harmonized,CHL_2012_NENE-Q01_v01_M_v01_A_LABLAC-01_all.dta,4,7,Harmonized
LABLAC,CHL,2012,NENE,CHL\CHL_2012_NENE\CHL_2012_NENE-Q02_v01_M_v02_A_LABLAC-01\Data\Harmonized\CHL_2012_NENE-Q02_v01_M_v02_A_LABLAC-01_all.dta,dta,5,CHL,CHL_2012_NENE,CHL_2012_NENE-Q02_v01_M_v02_A_LABLAC-01,Data,Harmonized,CHL_2012_NENE-Q02_v01_M_v02_A_LABLAC-01_all.dta,4,7,Harmonized
LABLAC,CHL,2012,NENE,CHL\CHL_2012_NENE\CHL_2012_NENE-Q02_v01_M_v01_A_LABLAC-01\Data\Harmonized\CHL_2012_NENE-Q02_v01_M_v01_A_LABLAC-01_all.dta,dta,5,CHL,CHL_2012_NENE,CHL_2012_NENE-Q02_v01_M_v01_A_LABLAC-01,Data,Harmonized,CHL_2012_NENE-Q02_v01_M_v01_A_LABLAC-01_all.dta,4,7,Harmonized
LABLAC,CHL,2012,NENE,CHL\CHL_2012_NENE\CHL_2012_NENE-Q01_v01_M\Data\Base\CHL_2012_NENE-Q01_v01_M.dta,dta,5,CHL,CHL_2012_NENE,CHL_2012_NENE-Q01_v01_M,Data,Base,CHL_2012_NENE-Q01_v01_M.dta,4,4,RAW
LABLAC,CHL,2012,NENE,CHL\CHL_2012_NENE\CHL_2012_NENE-Q03_v01_M_v01_A_LABLAC-01\Data\Harmonized\CHL_2012_NENE-Q03_v01_M_v01_A_LABLAC-01_all.dta,dta,5,CHL,CHL_2012_NENE,CHL_2012_NENE-Q03_v01_M_v01_A_LABLAC-01,Data,Harmonized,CHL_2012_NENE-Q03_v01_M_v01_A_LABLAC-01_all.dta,4,7,Harmonized
LABLAC,CHL,2012,NENE,CHL\CHL_2012_NENE\CHL_2012_NENE-Q02_v01_M\Data\Base\CHL_2012_NENE-Q02_v01_M.dta,dta,5,CHL,CHL_2012_NENE,CHL_2012_NENE-Q02_v01_M,Data,Base,CHL_2012_NENE-Q02_v01_M.dta,4,4,RAW
LABLAC,CHL,2012,NENE,CHL\CHL_2012_NENE\CHL_2012_NENE-Q04_v01_M\Data\Base\CHL_2012_NENE-Q04_v01_M.dta,dta,5,CHL,CHL_2012_NENE,CHL_2012_NENE-Q04_v01_M,Data,Base,CHL_2012_NENE-Q04_v01_M.dta,4,4,RAW
LABLAC,CHL,2012,NENE,CHL\CHL_2012_NENE\CHL_2012_NENE-Q03_v01_M_v02_A_LABLAC-01\Data\Harmonized\CHL_2012_NENE-Q03_v01_M_v02_A_LABLAC-01_all.dta,dta,5,CHL,CHL_2012_NENE,CHL_2012_NENE-Q03_v01_M_v02_A_LABLAC-01,Data,Harmonized,CHL_2012_NENE-Q03_v01_M_v02_A_LABLAC-01_all.dta,4,7,Harmonized
LABLAC,CHL,2012,NENE,CHL\CHL_2012_NENE\CHL_2012_NENE-Q01_v01_M_v02_A_LABLAC-01\Data\Harmonized\CHL_2012_NENE-Q01_v01_M_v02_A_LABLAC-01_all.dta,dta,5,CHL,CHL_2012_NENE,CHL_2012_NENE-Q01_v01_M_v02_A_LABLAC-01,Data,Harmonized,CHL_2012_NENE-Q01_v01_M_v02_A_LABLAC-01_all.dta,4,7,Harmonized
LABLAC,CHL,2012,NENE,CHL\CHL_2012_NENE\CHL_2012_NENE-Q04_v01_M_v02_A_LABLAC-01\Data\Harmonized\CHL_2012_NENE-Q04_v01_M_v02_A_LABLAC-01_all.dta,dta,5,CHL,CHL_2012_NENE,CHL_2012_NENE-Q04_v01_M_v02_A_LABLAC-01,Data,Harmonized,CHL_2012_NENE-Q04_v01_M_v02_A_LABLAC-01_all.dta,4,7,Harmonized
LABLAC,CHL,2012,NENE,CHL\CHL_2012_NENE\CHL_2012_NENE-Q03_v01_M\Data\Base\CHL_2012_NENE-Q03_v01_M.dta,dta,5,CHL,CHL_2012_NENE,CHL_2012_NENE-Q03_v01_M,Data,Base,CHL_2012_NENE-Q03_v01_M.dta,4,4,RAW
LABLAC,CHL,2008,ENE,CHL\CHL_2008_ENE\CHL_2008_ENE-Q03_v01_M_v01_A_LABLAC-01\Data\Harmonized\CHL_2008_ENE-Q03_v01_M_v01_A_LABLAC-01_all.dta,dta,5,CHL,CHL_2008_ENE,CHL_2008_ENE-Q03_v01_M_v01_A_LABLAC-01,Data,Harmonized,CHL_2008_ENE-Q03_v01_M_v01_A_LABLAC-01_all.dta,4,7,Harmonized
LABLAC,CHL,2008,ENE,CHL\CHL_2008_ENE\CHL_2008_ENE-Q01_v01_M_v01_A_LABLAC-01\Data\Harmonized\CHL_2008_ENE-Q01_v01_M_v01_A_LABLAC-01_all.dta,dta,5,CHL,CHL_2008_ENE,CHL_2008_ENE-Q01_v01_M_v01_A_LABLAC-01,Data,Harmonized,CHL_2008_ENE-Q01_v01_M_v01_A_LABLAC-01_all.dta,4,7,Harmonized
LABLAC,CHL,2008,ENE,CHL\CHL_2008_ENE\CHL_2008_ENE-Q04_v01_M\Data\Base\CHL_2008_ENE-Q04_v01_M.dta,dta,5,CHL,CHL_2008_ENE,CHL_2008_ENE-Q04_v01_M,Data,Base,CHL_2008_ENE-Q04_v01_M.dta,4,4,RAW
LABLAC,CHL,2008,ENE,CHL\CHL_2008_ENE\CHL_2008_ENE-Q01_v02_M_v02_A_LABLAC-01\Data\Harmonized\CHL_2008_ENE-Q01_v02_M_v02_A_LABLAC-01_all.dta,dta,5,CHL,CHL_2008_ENE,CHL_2008_ENE-Q01_v02_M_v02_A_LABLAC-01,Data,Harmonized,CHL_2008_ENE-Q01_v02_M_v02_A_LABLAC-01_all.dta,4,7,Harmonized
LABLAC,CHL,2008,ENE,CHL\CHL_2008_ENE\CHL_2008_ENE-Q04_v02_M\Data\Base\CHL_2008_ENE-Q04_v02_M.dta,dta,5,CHL,CHL_2008_ENE,CHL_2008_ENE-Q04_v02_M,Data,Base,CHL_2008_ENE-Q04_v02_M.dta,4,4,RAW
LABLAC,CHL,2008,ENE,CHL\CHL_2008_ENE\CHL_2008_ENE-Q02_v01_M_v01_A_LABLAC-01\Data\Harmonized\CHL_2008_ENE-Q02_v01_M_v01_A_LABLAC-01_all.dta,dta,5,CHL,CHL_2008_ENE,CHL_2008_ENE-Q02_v01_M_v01_A_LABLAC-01,Data,Harmonized,CHL_2008_ENE-Q02_v01_M_v01_A_LABLAC-01_all.dta,4,7,Harmonized
LABLAC,CHL,2008,ENE,CHL\CHL_2008_ENE\CHL_2008_ENE-Q02_v01_M\Data\Base\CHL_2008_ENE-Q02_v01_M.dta,dta,5,CHL,CHL_2008_ENE,CHL_2008_ENE-Q02_v01_M,Data,Base,CHL_2008_ENE-Q02_v01_M.dta,4,4,RAW
LABLAC,CHL,2008,ENE,CHL\CHL_2008_ENE\CHL_2008_ENE-Q04_v01_M_v01_A_LABLAC-01\Data\Harmonized\CHL_2008_ENE-Q04_v01_M_v01_A_LABLAC-01_all.dta,dta,5,CHL,CHL_2008_ENE,CHL_2008_ENE-Q04_v01_M_v01_A_LABLAC-01,Data,Harmonized,CHL_2008_ENE-Q04_v01_M_v01_A_LABLAC-01_all.dta,4,7,Harmonized
LABLAC,CHL,2008,ENE,CHL\CHL_2008_ENE\CHL_2008_ENE-Q01_v01_M\Data\Base\CHL_2008_ENE-Q01_v01_M.dta,dta,5,CHL,CHL_2008_ENE,CHL_2008_ENE-Q01_v01_M,Data,Base,CHL_2008_ENE-Q01_v01_M.dta,4,4,RAW
LABLAC,CHL,2008,ENE,CHL\CHL_2008_ENE\CHL_2008_ENE-Q03_v01_M_v02_A_LABLAC-01\Data\Harmonized\CHL_2008_ENE-Q03_v01_M_v02_A_LABLAC-01_all.dta,dta,5,CHL,CHL_2008_ENE,CHL_2008_ENE-Q03_v01_M_v02_A_LABLAC-01,Data,Harmonized,CHL_2008_ENE-Q03_v01_M_v02_A_LABLAC-01_all.dta,4,7,Harmonized
LABLAC,CHL,2008,ENE,CHL\CHL_2008_ENE\CHL_2008_ENE-Q04_v02_M_v02_A_LABLAC-01\Data\Harmonized\CHL_2008_ENE-Q04_v02_M_v02_A_LABLAC-01_all.dta,dta,5,CHL,CHL_2008_ENE,CHL_2008_ENE-Q04_v02_M_v02_A_LABLAC-01,Data,Harmonized,CHL_2008_ENE-Q04_v02_M_v02_A_LABLAC-01_all.dta,4,7,Harmonized
